age,gender,height,weight,attitude,prepare_hours,class_type,pass_rate,glasses,classhw,care,label
34,F,159,68,Free,1,Physical,Low,1,Middle,No,bad
33,F,184,73,Serious,6,Physical,High,1,High,Yes,good
41,M,179,79,Free,0,Physical,High,1,Middle,No,bad
29,M,144,45,Serious,3,Physical,High,0,Low,Yes,good
31,F,154,90,Serious,5,Physical,High,0,Low,Yes,good
48,F,145,84,Serious,6,Physical,High,1,High,Yes,good
49,M,165,43,Serious,5,Physical,High,0,High,Yes,good
53,M,159,42,Serious,3,Physical,High,1,Middle,Yes,good
51,F,173,64,Serious,4,Physical,High,1,Low,Yes,good
60,M,144,82,Serious,3,Physical,High,1,Low,Yes,good
42,M,170,76,Serious,4,Physical,High,1,Middle,Yes,good
56,F,176,68,Serious,6,Physical,High,1,Middle,Yes,good
63,M,177,82,Serious,6,Physical,High,1,Middle,Yes,good
41,M,167,69,Serious,5,Online,High,1,High,Yes,bad
31,M,173,49,Serious,4,Physical,High,1,Low,Yes,good
59,M,155,63,Serious,4,Physical,High,1,High,Yes,good
33,M,166,59,Serious,1,Physical,High,0,Middle,No,bad
42,M,186,40,Serious,6,Physical,High,0,High,Yes,good
59,F,144,96,Serious,6,Physical,High,1,High,Yes,good
51,M,162,98,Serious,3,Physical,High,1,Middle,Yes,good
60,F,159,40,Serious,5,Online,High,1,Middle,No,bad
35,M,157,72,Serious,6,Physical,High,1,Low,Yes,good
31,M,166,62,Free,1,Online,Low,0,Low,No,bad
27,M,170,95,Serious,5,Physical,High,0,Low,Yes,good
38,F,179,63,Free,3,Online,High,1,Low,No,bad
31,M,169,94,Free,4,Physical,High,0,High,Yes,bad
37,M,183,97,Serious,2,Physical,Low,0,Low,No,bad
32,F,169,98,Serious,5,Physical,High,1,High,Yes,good
64,F,171,85,Serious,4,Physical,High,0,Low,Yes,good
48,F,189,77,Serious,6,Physical,High,0,Low,Yes,good
51,F,160,70,Serious,5,Physical,High,0,Low,Yes,good
35,M,168,83,Serious,4,Physical,High,1,Low,Yes,good
36,M,147,78,Free,1,Online,High,0,Low,No,bad
25,F,166,51,Serious,3,Physical,High,0,Middle,Yes,good
48,F,148,88,Free,0,Physical,Low,0,Low,No,bad
58,F,142,80,Serious,5,Physical,High,0,Low,Yes,good
40,F,169,59,Serious,3,Physical,High,1,High,Yes,good
27,F,152,50,Free,3,Online,Low,1,Middle,Yes,bad
33,M,159,97,Free,0,Online,Low,1,High,No,bad
51,F,145,89,Serious,5,Physical,High,0,Middle,Yes,good
49,M,171,53,Serious,6,Online,Low,0,Low,Yes,bad
26,F,150,82,Serious,3,Physical,High,1,Low,Yes,good
48,F,155,88,Serious,3,Physical,High,1,Middle,Yes,good
59,F,155,91,Free,3,Online,Low,1,High,Yes,bad
63,F,170,60,Free,3,Physical,Low,0,Low,Yes,bad
49,F,160,46,Serious,4,Physical,High,1,Low,Yes,good
62,M,141,96,Serious,5,Online,High,1,Middle,No,bad
47,M,183,86,Serious,5,Online,Low,0,High,Yes,bad
46,M,162,40,Serious,1,Online,Low,1,Low,No,bad
46,F,174,52,Serious,5,Physical,High,1,Middle,Yes,good
29,M,160,84,Serious,5,Physical,High,1,Low,Yes,good
33,F,151,46,Serious,6,Physical,High,0,Low,Yes,good
29,F,150,79,Serious,6,Physical,High,0,Low,Yes,good
42,M,181,81,Free,0,Online,Low,1,High,No,bad
53,F,177,91,Free,2,Physical,Low,1,High,Yes,bad
26,M,145,58,Free,6,Physical,High,0,Middle,Yes,bad
62,M,150,83,Free,5,Online,Low,0,Low,Yes,bad
43,M,145,75,Serious,2,Physical,Low,0,Middle,Yes,bad
36,M,168,91,Serious,3,Online,Low,0,High,Yes,bad
46,M,157,53,Serious,4,Physical,High,1,Middle,Yes,good
28,M,150,76,Free,6,Physical,High,1,Middle,Yes,bad
53,M,183,46,Serious,4,Physical,High,1,Low,Yes,good
46,F,171,46,Serious,3,Physical,High,0,Middle,Yes,good
42,F,172,49,Serious,4,Online,Low,0,Middle,Yes,bad
60,F,156,89,Free,0,Physical,High,0,High,Yes,bad
39,M,187,72,Serious,5,Physical,Low,1,Middle,No,bad
46,F,160,100,Free,4,Online,High,0,High,No,bad
26,F,165,66,Serious,5,Physical,High,1,High,Yes,good
38,M,144,79,Serious,5,Physical,High,0,High,Yes,good
59,M,181,60,Serious,6,Online,Low,1,High,No,bad
34,M,183,88,Serious,2,Online,Low,0,High,No,bad
61,M,172,85,Serious,5,Physical,High,1,High,Yes,good
35,F,180,96,Serious,4,Physical,High,0,Low,Yes,good
51,F,166,66,Serious,4,Online,High,0,High,Yes,bad
25,M,167,60,Serious,1,Physical,High,1,High,No,bad
41,M,165,40,Serious,5,Physical,High,0,Middle,Yes,good
60,F,141,91,Serious,3,Physical,High,0,Middle,Yes,good
38,M,149,41,Serious,1,Online,High,1,Low,No,bad
41,M,187,89,Serious,6,Physical,High,0,Low,Yes,good
64,M,170,68,Free,4,Online,Low,0,Middle,No,bad
63,M,146,40,Serious,5,Physical,High,1,Middle,Yes,good
52,F,175,63,Serious,6,Physical,High,1,Low,Yes,good
25,M,150,56,Serious,4,Physical,Low,0,Middle,No,bad
33,M,174,83,Serious,4,Physical,High,1,High,Yes,good
29,F,148,89,Serious,3,Physical,High,0,Low,Yes,good
26,M,151,48,Free,4,Physical,Low,0,Middle,No,bad
39,F,169,97,Free,0,Physical,High,1,Low,Yes,bad
27,F,190,41,Free,4,Online,Low,0,Middle,No,bad
46,M,167,86,Free,2,Online,High,1,High,No,bad
54,M,160,41,Serious,2,Physical,High,0,Low,No,bad
52,M,184,82,Serious,0,Physical,High,1,High,Yes,bad
41,M,140,98,Serious,5,Physical,High,1,Middle,Yes,good
48,M,176,95,Free,4,Physical,Low,1,High,Yes,bad
40,F,167,65,Serious,3,Physical,High,0,Middle,Yes,good
63,M,146,44,Serious,1,Online,Low,0,Middle,No,bad
40,M,169,43,Free,0,Online,High,1,High,No,bad
59,F,187,50,Serious,4,Online,High,0,High,No,bad
63,M,149,89,Free,1,Physical,High,1,Middle,Yes,bad
64,M,156,76,Serious,3,Physical,High,1,Middle,Yes,good
35,F,144,83,Serious,6,Physical,High,1,Low,Yes,good
34,F,177,95,Serious,4,Physical,High,1,High,Yes,good
34,F,162,82,Serious,6,Physical,High,1,Middle,Yes,good
28,F,167,69,Serious,6,Physical,High,1,High,Yes,good
55,F,175,80,Serious,5,Physical,High,1,Low,Yes,good
39,F,189,67,Serious,5,Online,Low,1,High,Yes,bad
29,F,151,92,Free,4,Physical,High,0,Low,No,bad
64,M,172,93,Free,5,Physical,High,1,High,Yes,bad
65,F,153,81,Free,3,Online,Low,0,Low,No,bad
33,F,168,41,Serious,5,Physical,High,0,Middle,Yes,good
45,M,156,68,Free,0,Physical,Low,0,Low,Yes,bad
45,M,189,85,Serious,0,Online,High,0,Low,No,bad
54,F,186,56,Free,0,Online,Low,0,High,No,bad
41,F,172,48,Serious,2,Physical,Low,0,Middle,Yes,bad
56,F,144,50,Serious,6,Physical,High,0,High,Yes,good
52,F,185,62,Serious,3,Physical,High,0,Middle,Yes,good
64,F,151,57,Serious,4,Physical,High,1,High,Yes,good
42,M,140,56,Free,6,Physical,High,1,Low,No,bad
65,M,185,66,Serious,5,Physical,High,0,High,Yes,good
25,M,167,59,Serious,6,Physical,High,1,Middle,Yes,good
43,F,156,85,Serious,4,Physical,High,0,Low,Yes,good
44,F,168,74,Serious,3,Physical,High,1,Low,Yes,good
28,F,152,52,Free,0,Online,High,0,Middle,Yes,bad
27,F,178,61,Serious,4,Physical,High,1,Middle,Yes,good
34,F,158,44,Free,3,Online,Low,0,Middle,No,bad
52,M,176,56,Serious,5,Physical,High,1,Low,Yes,good
46,M,150,60,Free,3,Online,Low,1,High,Yes,bad
39,M,144,45,Serious,3,Physical,High,1,Middle,Yes,good
55,M,162,82,Serious,3,Physical,Low,1,Middle,Yes,bad
32,F,188,55,Serious,5,Physical,High,1,Middle,Yes,good
30,F,150,62,Serious,3,Online,Low,1,Low,No,bad
48,M,189,67,Serious,3,Physical,High,0,Low,Yes,good
46,M,157,48,Serious,6,Physical,High,1,Low,Yes,good
39,F,156,49,Serious,3,Online,High,0,High,No,bad
62,M,183,90,Free,2,Physical,High,0,High,Yes,bad
62,M,141,45,Free,3,Online,High,0,High,No,bad
52,F,160,46,Serious,4,Physical,High,0,High,Yes,good
53,M,177,57,Serious,6,Physical,High,0,Low,Yes,good
28,F,171,58,Serious,5,Physical,High,0,Middle,Yes,good
26,F,178,46,Serious,4,Physical,High,0,Low,Yes,good
47,M,167,72,Serious,5,Online,Low,0,Middle,No,bad
35,F,185,66,Serious,4,Physical,High,0,High,Yes,good
59,M,174,78,Serious,4,Physical,High,1,Middle,Yes,good
41,M,190,44,Serious,6,Physical,High,1,High,Yes,good
39,F,183,76,Serious,6,Physical,High,1,High,Yes,good
52,M,160,96,Serious,6,Physical,High,0,Middle,Yes,good
45,F,141,44,Free,6,Physical,High,0,Middle,Yes,bad
47,F,187,57,Serious,3,Physical,High,1,High,Yes,good
52,M,163,96,Serious,3,Physical,High,1,High,Yes,good
32,M,158,62,Free,6,Physical,High,1,High,No,bad
32,M,157,91,Serious,5,Physical,High,0,Low,Yes,good
57,F,188,64,Free,3,Physical,High,0,Low,No,bad
48,F,156,75,Serious,3,Physical,High,0,Low,No,bad
51,M,148,48,Free,3,Physical,High,1,High,No,bad
49,F,163,46,Free,3,Physical,Low,1,Middle,Yes,bad
29,F,184,64,Serious,4,Physical,High,0,Middle,Yes,good
30,F,183,60,Serious,3,Physical,High,0,High,Yes,good
46,M,178,50,Serious,1,Physical,High,1,Middle,No,bad
61,M,179,95,Serious,5,Physical,High,0,High,Yes,good
65,M,187,86,Free,0,Online,High,0,Middle,Yes,bad
31,M,189,97,Free,1,Online,High,0,Middle,Yes,bad
47,F,149,67,Free,4,Online,High,1,Middle,No,bad
52,M,172,91,Serious,4,Online,High,0,Middle,No,bad
29,M,161,92,Serious,5,Physical,High,0,High,Yes,good
28,M,154,81,Serious,3,Physical,High,1,Middle,Yes,good
37,M,152,72,Serious,6,Physical,High,1,Middle,Yes,good
42,M,152,78,Free,0,Physical,Low,0,Low,Yes,bad
46,M,179,99,Serious,6,Physical,High,1,Middle,Yes,good
29,M,146,69,Serious,4,Physical,High,1,High,Yes,good
32,M,162,99,Serious,4,Physical,High,1,Low,Yes,good
25,M,171,76,Serious,3,Physical,High,1,High,Yes,good
29,F,177,100,Serious,5,Physical,High,1,Low,Yes,good
55,M,175,62,Serious,4,Physical,High,1,High,Yes,good
63,F,187,68,Free,1,Physical,High,1,High,No,bad
52,F,153,74,Serious,4,Physical,High,1,Low,Yes,good
25,M,181,42,Serious,3,Physical,High,0,Low,Yes,good
26,F,189,60,Free,5,Online,Low,1,Low,No,bad
26,M,160,71,Serious,4,Physical,High,1,Middle,Yes,good
55,M,177,41,Serious,3,Physical,High,0,High,Yes,good
31,M,179,78,Free,6,Physical,High,0,Middle,Yes,bad
55,F,166,60,Serious,4,Physical,High,1,Low,Yes,good
38,F,172,91,Serious,4,Physical,High,1,High,Yes,good
60,M,185,91,Serious,6,Physical,High,1,Low,Yes,good
49,M,182,79,Free,5,Physical,High,0,High,Yes,bad
25,F,179,50,Serious,3,Physical,High,1,High,Yes,good
26,M,174,90,Free,6,Physical,Low,1,High,Yes,bad
58,M,187,88,Serious,3,Physical,High,1,Low,Yes,good
46,F,161,55,Free,4,Physical,High,1,Middle,No,bad
36,M,145,97,Free,0,Online,Low,1,Middle,Yes,bad
54,F,163,44,Serious,5,Physical,High,1,Middle,Yes,good
48,M,180,80,Serious,3,Physical,High,0,High,Yes,good
49,M,169,56,Free,1,Online,Low,1,Middle,Yes,bad
47,F,178,61,Serious,6,Physical,High,1,High,Yes,good
51,M,157,66,Serious,3,Physical,High,0,High,Yes,good
43,F,153,61,Serious,5,Physical,High,0,Middle,Yes,good
65,F,187,52,Free,0,Online,High,0,Middle,Yes,bad
48,F,171,78,Serious,3,Online,Low,0,Middle,Yes,bad
39,M,163,61,Serious,6,Physical,High,1,Low,Yes,good
33,F,175,96,Serious,1,Physical,Low,1,Middle,Yes,bad
25,M,141,98,Serious,4,Physical,Low,1,Low,No,bad
46,F,183,68,Free,0,Physical,High,0,Low,No,bad
38,F,185,96,Free,0,Online,High,1,Low,Yes,bad
55,M,174,78,Serious,3,Physical,Low,0,High,Yes,bad
55,M,168,93,Serious,6,Physical,High,0,Low,Yes,good
64,F,162,43,Serious,3,Physical,High,1,Low,Yes,good
33,M,158,43,Free,2,Online,Low,1,Low,Yes,bad
30,F,161,65,Serious,4,Physical,High,1,High,Yes,good
53,M,172,69,Serious,5,Physical,High,0,High,No,bad
38,F,189,60,Serious,4,Physical,Low,0,Low,No,bad
42,M,153,92,Serious,1,Physical,High,1,High,Yes,bad
51,M,148,73,Serious,1,Online,Low,1,Low,Yes,bad
52,F,153,89,Serious,4,Physical,High,0,Low,Yes,good
27,M,163,78,Free,4,Online,Low,0,Middle,No,bad
30,M,149,52,Serious,6,Physical,High,1,Middle,No,bad
43,F,159,75,Serious,5,Online,High,1,Low,No,bad
34,M,144,84,Serious,3,Physical,High,0,Low,Yes,good
63,F,151,89,Serious,3,Physical,High,1,Low,Yes,good
43,M,173,78,Serious,6,Physical,High,0,High,Yes,good
39,F,141,69,Serious,5,Physical,High,0,High,Yes,good
44,F,178,58,Free,6,Online,High,0,Low,Yes,bad
37,M,182,87,Serious,4,Physical,High,1,Low,Yes,good
47,M,148,60,Free,3,Online,High,1,Low,No,bad
37,M,146,53,Serious,6,Physical,High,1,High,Yes,good
35,F,173,61,Serious,5,Physical,High,0,Middle,Yes,good
42,F,152,46,Serious,5,Physical,High,0,Low,Yes,good
60,F,147,60,Serious,5,Physical,High,0,Middle,Yes,good
32,F,163,79,Serious,4,Physical,High,0,High,Yes,good
65,M,156,91,Free,6,Online,High,0,Middle,Yes,bad
59,M,164,98,Free,3,Physical,High,1,Middle,Yes,bad
35,M,142,89,Serious,4,Online,Low,0,High,Yes,bad
29,F,170,79,Serious,6,Physical,Low,1,Middle,No,bad
58,M,151,52,Serious,6,Physical,High,1,High,Yes,good
63,M,144,54,Free,5,Physical,Low,1,Low,No,bad
59,F,188,90,Serious,6,Physical,High,1,Low,Yes,good
31,M,167,57,Serious,5,Physical,High,1,High,Yes,good
44,F,177,50,Serious,5,Physical,High,1,High,Yes,good
26,M,148,66,Free,0,Physical,High,0,High,Yes,bad
46,F,182,91,Serious,3,Physical,High,0,High,Yes,good
51,F,144,63,Free,0,Online,High,1,Middle,No,bad
26,F,164,71,Free,1,Physical,Low,0,Middle,No,bad
47,F,141,51,Free,5,Physical,High,0,Low,Yes,bad
52,M,182,53,Free,2,Online,High,0,Middle,Yes,bad
26,M,176,88,Serious,6,Online,High,0,High,Yes,bad
46,M,180,40,Free,0,Online,Low,0,Middle,Yes,bad
31,M,190,47,Serious,3,Online,High,1,High,Yes,bad
29,M,166,100,Free,5,Physical,Low,0,High,No,bad
42,M,161,61,Free,3,Physical,Low,1,Low,Yes,bad
52,M,170,50,Free,0,Physical,Low,1,Low,Yes,bad
60,F,154,59,Serious,4,Physical,High,1,Middle,Yes,good
27,M,142,41,Serious,6,Physical,High,0,High,No,bad
60,M,146,93,Serious,5,Physical,High,0,High,Yes,good
43,F,172,82,Serious,5,Physical,High,1,High,Yes,good
58,F,176,79,Serious,3,Online,Low,0,Middle,Yes,bad
46,M,158,48,Serious,6,Physical,High,0,Middle,Yes,good
63,M,145,86,Serious,2,Online,Low,0,High,Yes,bad
35,F,186,100,Free,0,Physical,High,1,Middle,Yes,bad
49,F,154,59,Serious,6,Physical,High,0,Low,Yes,good
34,M,182,93,Serious,6,Physical,High,0,Middle,Yes,good
35,F,142,56,Serious,3,Physical,High,0,High,Yes,good
31,F,159,95,Serious,5,Physical,High,0,Low,Yes,good
53,M,156,95,Serious,0,Physical,Low,1,Low,Yes,bad
40,M,154,97,Serious,2,Online,Low,0,Middle,No,bad
39,M,157,65,Free,2,Physical,Low,0,Middle,No,bad
50,F,163,51,Serious,5,Physical,High,1,Middle,Yes,good
25,F,163,94,Serious,6,Physical,High,1,Low,Yes,good
49,F,186,56,Serious,3,Physical,High,0,High,Yes,good
65,F,155,97,Serious,0,Online,High,1,Middle,Yes,bad
27,F,166,42,Serious,3,Physical,High,0,Low,Yes,good
56,M,151,51,Serious,3,Physical,High,0,Low,Yes,good
40,M,141,85,Serious,3,Physical,High,0,High,Yes,good
40,M,169,96,Free,4,Physical,High,1,High,No,bad
52,M,185,99,Serious,4,Physical,High,1,High,Yes,good
53,F,187,69,Serious,5,Physical,High,0,Low,Yes,good
25,F,183,50,Serious,3,Physical,High,0,High,Yes,good
38,M,159,70,Serious,5,Physical,High,0,High,Yes,good
50,M,189,74,Free,1,Physical,Low,0,Low,Yes,bad
44,F,156,79,Serious,3,Physical,High,1,Middle,Yes,good
50,M,185,100,Serious,4,Physical,High,1,Middle,Yes,good
40,M,163,92,Free,2,Online,High,0,Middle,No,bad
55,M,151,83,Free,5,Physical,Low,1,High,No,bad
35,M,184,59,Serious,3,Physical,High,1,Low,Yes,good
31,M,183,73,Serious,4,Online,Low,0,Low,Yes,bad
51,M,144,48,Serious,6,Physical,High,0,High,Yes,good
44,F,183,58,Serious,6,Physical,High,1,High,Yes,good
57,F,185,51,Serious,4,Physical,High,0,Low,Yes,good
30,F,190,96,Free,5,Online,Low,1,Middle,No,bad
37,F,169,46,Serious,3,Physical,High,0,Middle,Yes,good
40,M,149,85,Serious,4,Physical,High,1,Low,Yes,good
27,F,172,63,Serious,2,Physical,Low,0,High,Yes,bad
65,F,147,62,Free,0,Physical,High,0,Middle,Yes,bad
43,F,187,96,Serious,0,Online,High,1,Low,Yes,bad
48,F,180,50,Free,1,Online,Low,0,Low,No,bad
27,F,154,88,Free,1,Online,High,0,Middle,No,bad
65,M,165,52,Serious,5,Physical,High,1,High,Yes,good
63,M,150,45,Serious,4,Physical,High,0,Low,Yes,good
65,M,160,59,Free,6,Online,High,0,High,No,bad
59,M,164,72,Free,4,Online,High,1,Middle,Yes,bad
57,M,154,45,Serious,3,Physical,High,1,Low,Yes,good
40,M,186,73,Serious,5,Physical,High,1,Middle,Yes,good
42,F,141,84,Serious,4,Physical,High,1,High,Yes,good
53,M,174,40,Serious,5,Physical,High,0,Low,No,bad
54,M,187,71,Serious,4,Physical,High,0,High,Yes,good
55,F,152,77,Serious,4,Online,High,0,Middle,Yes,bad
26,F,148,48,Free,4,Online,High,0,High,No,bad
47,M,168,75,Free,5,Online,High,0,Low,No,bad
35,M,140,42,Serious,5,Physical,High,1,High,Yes,good
32,F,185,58,Serious,1,Physical,Low,1,Low,No,bad
27,M,167,46,Serious,6,Physical,High,1,Middle,Yes,good
54,M,149,93,Serious,4,Online,High,1,High,No,bad
25,F,146,96,Serious,5,Physical,High,1,High,Yes,good
54,M,155,95,Serious,3,Physical,High,1,High,Yes,good
36,M,162,74,Serious,3,Physical,High,1,Middle,Yes,good
40,M,163,74,Serious,5,Physical,High,1,Middle,Yes,good
38,M,156,78,Serious,5,Physical,High,1,High,Yes,good
65,M,165,97,Free,5,Physical,Low,1,High,Yes,bad
31,M,183,74,Serious,3,Physical,High,1,Low,Yes,good
51,F,174,44,Free,1,Physical,High,1,High,Yes,bad
29,F,171,81,Free,0,Physical,High,1,Middle,No,bad
55,M,158,49,Free,4,Physical,High,1,Low,Yes,bad
25,F,180,86,Serious,2,Physical,Low,0,High,Yes,bad
26,F,157,93,Serious,3,Physical,High,0,Middle,Yes,good
25,M,159,73,Serious,4,Physical,High,0,High,Yes,good
63,F,185,62,Serious,5,Physical,High,1,Low,No,bad
51,F,152,97,Serious,5,Physical,High,1,High,Yes,good
57,F,169,70,Free,5,Physical,High,1,Low,No,bad
63,M,167,49,Serious,6,Physical,High,0,Middle,Yes,good
25,M,170,74,Free,5,Online,High,0,High,No,bad
46,F,143,56,Serious,6,Physical,High,1,High,Yes,good
63,M,181,72,Serious,3,Physical,High,1,Low,Yes,good
54,M,140,50,Free,1,Physical,Low,0,Low,Yes,bad
44,F,166,93,Serious,4,Physical,High,1,Middle,Yes,good
37,F,150,59,Serious,4,Physical,High,0,High,Yes,good
38,F,184,42,Free,0,Online,Low,1,Low,Yes,bad
27,M,180,76,Serious,5,Online,High,1,Low,No,bad
39,M,175,46,Free,6,Online,Low,1,High,No,bad
65,F,184,67,Serious,4,Online,High,0,Low,No,bad
62,M,172,74,Serious,6,Physical,High,0,Middle,Yes,good
39,F,183,70,Free,1,Physical,Low,1,Low,No,bad
44,F,150,41,Serious,3,Physical,High,1,Middle,Yes,good
50,F,189,88,Serious,3,Online,High,1,High,Yes,bad
25,M,143,73,Serious,6,Physical,High,1,High,Yes,good
47,M,144,60,Serious,0,Physical,Low,1,High,Yes,bad
28,F,142,74,Serious,5,Online,Low,1,Middle,No,bad
28,M,140,96,Serious,3,Physical,High,1,High,Yes,good
29,F,147,88,Serious,5,Physical,High,1,Middle,Yes,good
58,M,144,89,Serious,0,Online,Low,0,Middle,Yes,bad
43,M,150,98,Serious,6,Physical,High,0,Low,Yes,good
61,M,180,48,Serious,0,Physical,High,0,Middle,Yes,bad
54,M,158,57,Serious,2,Online,High,1,High,Yes,bad
40,M,156,69,Free,4,Physical,High,0,High,No,bad
37,M,155,51,Serious,2,Online,High,0,Low,No,bad
62,M,151,62,Serious,4,Physical,High,0,Low,Yes,good
30,M,156,77,Serious,3,Physical,High,0,Low,Yes,good
58,F,181,40,Free,6,Physical,High,1,High,Yes,bad
34,M,182,75,Free,5,Online,High,1,High,No,bad
29,F,169,88,Serious,1,Online,High,1,Low,Yes,bad
54,F,149,81,Serious,0,Online,Low,1,High,No,bad
62,M,186,78,Serious,5,Physical,High,0,Middle,Yes,good
63,F,152,82,Serious,3,Physical,High,1,High,Yes,good
63,M,174,74,Serious,5,Physical,High,1,Low,Yes,good
60,M,174,68,Serious,5,Physical,High,1,Low,No,bad
53,M,155,75,Serious,6,Physical,Low,1,High,Yes,bad
55,F,163,63,Serious,4,Physical,High,1,Middle,Yes,good
58,F,174,69,Serious,4,Physical,High,1,Middle,Yes,good
55,M,154,51,Serious,6,Online,High,1,High,No,bad
55,F,187,68,Free,1,Physical,Low,0,Low,Yes,bad
63,M,163,79,Serious,3,Physical,Low,1,Low,No,bad
59,M,181,47,Serious,4,Physical,Low,0,Low,No,bad
50,M,159,80,Free,2,Online,High,1,Low,Yes,bad
52,M,165,75,Serious,4,Online,High,1,High,No,bad
32,F,186,60,Serious,3,Physical,High,0,High,Yes,good
30,M,143,41,Serious,6,Physical,High,0,High,Yes,good
44,F,180,72,Serious,6,Physical,High,1,Middle,Yes,good
55,F,153,51,Free,3,Online,High,1,High,No,bad
53,F,145,44,Free,4,Physical,Low,1,Low,Yes,bad
26,F,161,98,Serious,6,Physical,High,1,High,Yes,good
36,F,169,47,Serious,3,Online,High,1,Middle,Yes,bad
25,M,144,82,Free,1,Online,High,1,High,No,bad
58,M,149,91,Serious,6,Physical,High,1,Low,Yes,good
29,F,154,100,Free,5,Online,Low,0,Middle,No,bad
55,M,152,93,Free,2,Physical,High,1,Low,Yes,bad
63,F,175,90,Serious,3,Physical,High,0,High,Yes,good
27,F,169,74,Serious,5,Physical,High,0,Middle,Yes,good
30,M,153,47,Serious,3,Physical,High,0,Low,Yes,good
55,F,185,60,Serious,4,Physical,High,1,Low,Yes,good
51,M,169,60,Serious,1,Physical,High,0,High,No,bad
36,F,155,62,Serious,6,Online,Low,1,Low,Yes,bad
36,F,160,97,Serious,6,Online,Low,1,Low,Yes,bad
30,M,185,54,Serious,6,Physical,High,0,High,Yes,good
60,F,181,68,Serious,6,Physical,High,1,High,Yes,good
47,F,160,85,Free,3,Online,High,0,Low,Yes,bad
57,M,163,67,Free,6,Online,Low,0,Middle,Yes,bad
63,M,188,64,Serious,4,Physical,High,0,Low,Yes,good
49,M,150,45,Serious,6,Physical,High,0,High,Yes,good
58,F,184,43,Serious,5,Physical,High,0,High,Yes,good
53,M,180,71,Serious,6,Physical,High,0,High,Yes,good
51,F,144,40,Serious,2,Physical,Low,1,High,No,bad
59,F,150,56,Serious,4,Physical,High,1,High,Yes,good
37,M,151,63,Serious,5,Physical,High,0,Middle,Yes,good
59,F,174,94,Serious,5,Physical,High,1,Middle,Yes,good
37,M,169,55,Serious,3,Physical,High,1,High,Yes,good
38,F,157,83,Serious,4,Physical,High,1,High,Yes,good
29,M,186,90,Serious,6,Physical,High,0,Middle,Yes,good
26,F,170,87,Free,1,Physical,High,1,Middle,No,bad
40,F,163,63,Serious,1,Physical,High,0,High,No,bad
48,M,152,99,Free,0,Physical,Low,0,Middle,Yes,bad
52,M,177,80,Free,5,Online,High,1,Middle,Yes,bad
40,F,178,86,Serious,5,Physical,Low,0,High,Yes,bad
56,M,147,81,Serious,3,Physical,High,1,High,Yes,good
28,F,186,92,Serious,3,Physical,High,1,High,Yes,good
46,M,140,58,Free,1,Online,Low,0,Middle,Yes,bad
52,M,142,64,Serious,4,Physical,High,0,Middle,Yes,good
30,F,177,51,Serious,4,Physical,Low,1,Middle,No,bad
52,M,188,41,Serious,3,Physical,High,0,Middle,Yes,good
65,F,159,99,Serious,5,Physical,High,1,Low,Yes,good
62,F,183,50,Free,3,Physical,High,0,Middle,No,bad
38,F,169,47,Free,1,Physical,High,0,High,No,bad
65,F,171,50,Serious,4,Physical,High,0,High,Yes,good
43,M,171,67,Serious,4,Physical,High,1,Middle,Yes,good
58,M,175,41,Free,6,Physical,High,0,Middle,Yes,bad
44,F,157,58,Serious,5,Physical,High,1,Middle,Yes,good
31,M,140,48,Free,4,Physical,Low,0,High,No,bad
46,F,184,69,Free,3,Physical,High,0,Middle,No,bad
58,F,164,57,Serious,6,Physical,High,0,High,Yes,good
33,M,163,53,Free,2,Online,Low,0,Middle,No,bad
36,M,144,82,Serious,2,Online,High,0,Low,No,bad
53,F,173,75,Free,6,Physical,High,0,Middle,No,bad
28,M,143,91,Serious,5,Physical,High,1,Low,Yes,good
36,F,155,93,Free,3,Online,High,0,Middle,Yes,bad
33,F,182,82,Serious,3,Physical,High,1,Middle,Yes,good
59,F,172,76,Serious,5,Physical,High,1,Middle,Yes,good
25,M,168,78,Serious,5,Physical,High,1,Middle,Yes,good
63,F,160,63,Serious,3,Physical,High,1,Low,Yes,good
62,F,156,88,Free,1,Online,High,0,Low,Yes,bad
52,M,142,73,Serious,4,Physical,High,0,Low,Yes,good
53,M,175,51,Serious,6,Physical,High,1,Low,Yes,good
43,M,168,64,Free,4,Physical,Low,1,Low,No,bad
55,M,141,73,Serious,4,Physical,High,0,Middle,Yes,good
63,F,151,80,Serious,4,Online,Low,1,Low,No,bad
56,F,190,96,Free,1,Online,High,0,High,Yes,bad
39,M,142,86,Serious,6,Physical,High,0,Middle,Yes,good
42,F,183,59,Serious,5,Physical,High,0,Low,Yes,good
58,M,187,71,Serious,3,Physical,High,0,Middle,Yes,good
44,M,184,59,Free,3,Online,High,1,Low,No,bad
44,F,186,63,Free,0,Online,Low,1,Low,Yes,bad
41,M,188,59,Serious,3,Physical,High,0,High,Yes,good
57,F,189,43,Free,4,Online,Low,1,Middle,No,bad
27,M,166,87,Serious,3,Physical,High,0,High,Yes,good
50,M,150,71,Serious,3,Physical,High,1,Middle,Yes,good
38,F,185,51,Free,5,Physical,High,0,Middle,No,bad
39,M,145,68,Free,3,Physical,Low,0,High,Yes,bad
35,M,175,41,Serious,3,Physical,High,0,Middle,Yes,good
26,M,184,95,Free,4,Physical,High,1,Low,No,bad
36,M,171,93,Serious,4,Physical,High,0,High,Yes,good
55,F,163,83,Serious,5,Physical,High,0,High,Yes,good
35,F,190,48,Serious,3,Physical,High,0,Low,Yes,good
